/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=1000 -p target=120000 -threads 4
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=1000 -p target=120000 -threads 4
threadcount: 4
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-5] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-05-01 05:10:18:408 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-05-01 05:10:19:385 1 sec: 48000 operations; 48000 current ops/sec; est completion in 8 minutes [INSERT: Count=48000, Max=459519, Min=251520, Avg=360328, 90=456959, 99=459519, 99.9=459519, 99.99=459519] 
2025-05-01 05:22:08:301 349 sec: 22778686 operations; 14000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=14000, Max=95092735, Min=85196800, Avg=90168173.71, 90=95027199, 99=95092735, 99.9=95092735, 99.99=95092735] 
2025-05-01 05:22:09:301 350 sec: 22794686 operations; 16000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=16000, Max=94633983, Min=84672512, Avg=89628672, 90=94568447, 99=94633983, 99.9=94633983, 99.99=94633983] 
2025-05-01 05:22:10:301 351 sec: 22810686 operations; 16000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=16000, Max=93978623, Min=84082688, Avg=89042944, 90=93913087, 99=93978623, 99.9=93978623, 99.99=93978623] 
2025-05-01 05:22:11:301 352 sec: 22835686 operations; 25000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=25000, Max=97452031, Min=83623936, Avg=91770060.8, 90=97386495, 99=97452031, 99.9=97452031, 99.99=97452031] 
2025-05-01 05:22:12:301 353 sec: 22892686 operations; 57000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=57000, Max=97255423, Min=83296256, Avg=92932922.39, 90=97058815, 99=97255423, 99.9=97255423, 99.99=97255423] 
2025-05-01 05:22:13:301 354 sec: 22946686 operations; 54000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=54000, Max=96993279, Min=83034112, Avg=92506491.26, 90=96796671, 99=96993279, 99.9=96993279, 99.99=96993279] 
2025-05-01 05:22:14:301 355 sec: 23000686 operations; 54000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=54000, Max=96796671, Min=82771968, Avg=92349933.04, 90=96534527, 99=96796671, 99.9=96796671, 99.99=96796671] 
2025-05-01 05:22:15:301 356 sec: 23055686 operations; 55000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=55000, Max=96403455, Min=82575360, Avg=92425420.8, 90=96141311, 99=96403455, 99.9=96403455, 99.99=96403455] 
2025-05-01 05:22:16:301 357 sec: 23110686 operations; 55000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=55000, Max=95944703, Min=88735744, Avg=92551726.55, 90=95551487, 99=95944703, 99.9=95944703, 99.99=95944703] 
2025-05-01 05:22:17:301 358 sec: 23165686 operations; 55000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=55000, Max=95420415, Min=88145920, Avg=92042928.87, 90=95092735, 99=95420415, 99.9=95420415, 99.99=95420415] 
2025-05-01 05:22:18:301 359 sec: 23214686 operations; 49000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=49000, Max=94830591, Min=87687168, Avg=91634708.9, 90=94568447, 99=94830591, 99.9=94830591, 99.99=94830591] 
2025-05-01 05:22:19:301 360 sec: 23261686 operations; 47000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=47000, Max=94306303, Min=87031808, Avg=91265851.91, 90=93978623, 99=94306303, 99.9=94306303, 99.99=94306303] 
2025-05-01 05:22:20:301 361 sec: 23309686 operations; 48000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=48000, Max=93782015, Min=86441984, Avg=90744149.33, 90=93519871, 99=93782015, 99.9=93782015, 99.99=93782015] 
2025-05-01 05:22:21:301 362 sec: 23357686 operations; 48000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=48000, Max=93192191, Min=85852160, Avg=90150229.33, 90=92930047, 99=93192191, 99.9=93192191, 99.99=93192191] 
2025-05-01 05:22:22:301 363 sec: 23405686 operations; 48000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=48000, Max=92602367, Min=85327872, Avg=89586346.67, 90=92340223, 99=92602367, 99.9=92602367, 99.99=92602367] 
2025-05-01 05:22:23:301 364 sec: 23450686 operations; 45000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=45000, Max=92012543, Min=84738048, Avg=88952012.8, 90=91750399, 99=92012543, 99.9=92012543, 99.99=92012543] 
2025-05-01 05:22:24:301 365 sec: 23499686 operations; 49000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=49000, Max=91422719, Min=84148224, Avg=88499680.65, 90=91160575, 99=91422719, 99.9=91422719, 99.99=91422719] 
2025-05-01 05:22:25:301 366 sec: 23539686 operations; 40000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=40000, Max=90832895, Min=85196800, Avg=88663654.4, 90=90570751, 99=90832895, 99.9=90832895, 99.99=90832895] 
2025-05-01 05:22:26:301 367 sec: 23573686 operations; 34000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=34000, Max=90243071, Min=84606976, Avg=88238441.41, 90=90046463, 99=90243071, 99.9=90243071, 99.99=90243071] 
2025-05-01 05:22:27:301 368 sec: 23604686 operations; 31000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=31000, Max=89653247, Min=84082688, Avg=87804498.58, 90=89456639, 99=89653247, 99.9=89653247, 99.99=89653247] 
2025-05-01 05:22:28:301 369 sec: 23652686 operations; 48000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=48000, Max=98566143, Min=83623936, Avg=89174016, 90=98303999, 99=98566143, 99.9=98566143, 99.99=98566143] 
2025-05-01 05:22:29:301 370 sec: 23710686 operations; 58000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=58000, Max=98172927, Min=83165184, Avg=89597881.38, 90=97845247, 99=98172927, 99.9=98172927, 99.99=98172927] 
2025-05-01 05:22:30:301 371 sec: 23769686 operations; 59000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=59000, Max=97648639, Min=82706432, Avg=88892919.32, 90=97320959, 99=97648639, 99.9=97648639, 99.99=97648639] 
2025-05-01 05:22:31:301 372 sec: 23825686 operations; 56000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=56000, Max=97320959, Min=82378752, Avg=88740425.14, 90=96993279, 99=97320959, 99.9=97320959, 99.99=97320959] 
2025-05-01 05:22:32:301 373 sec: 23884686 operations; 59000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=59000, Max=96862207, Min=81854464, Avg=88018735.73, 90=96534527, 99=96862207, 99.9=96862207, 99.99=96862207] 
2025-05-01 05:22:33:301 374 sec: 23944686 operations; 60000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=60000, Max=96403455, Min=81395712, Avg=87918728.53, 90=96010239, 99=96403455, 99.9=96403455, 99.99=96403455] 
2025-05-01 05:22:34:301 375 sec: 24003686 operations; 59000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=59000, Max=95879167, Min=80936960, Avg=87120114.98, 90=95551487, 99=95879167, 99.9=95879167, 99.99=95879167] 
2025-05-01 05:22:35:301 376 sec: 24061686 operations; 58000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=58000, Max=95420415, Min=80412672, Avg=86608083.86, 90=95092735, 99=95420415, 99.9=95420415, 99.99=95420415] 
2025-05-01 05:22:36:301 377 sec: 24124686 operations; 63000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=63000, Max=94961663, Min=79822848, Avg=86278144, 90=94568447, 99=94961663, 99.9=94961663, 99.99=94961663] 
2025-05-01 05:22:37:301 378 sec: 24183686 operations; 59000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=59000, Max=94437375, Min=79429632, Avg=85668325.97, 90=94109695, 99=94437375, 99.9=94437375, 99.99=94437375] 
2025-05-01 05:22:38:301 379 sec: 24245686 operations; 62000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=62000, Max=94044159, Min=78839808, Avg=85236967.23, 90=93585407, 99=94044159, 99.9=94044159, 99.99=94044159] 
2025-05-01 05:22:39:301 380 sec: 24301686 operations; 56000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=56000, Max=93454335, Min=78577664, Avg=85142966.86, 90=93126655, 99=93454335, 99.9=93454335, 99.99=93454335] 
2025-05-01 05:22:40:301 381 sec: 24339686 operations; 38000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=38000, Max=92864511, Min=82051072, Avg=86610997.89, 90=92602367, 99=92864511, 99.9=92864511, 99.99=92864511] 
2025-05-01 05:22:41:301 382 sec: 24356686 operations; 17000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=17000, Max=92274687, Min=81920000, Avg=90291260.24, 90=92143615, 99=92274687, 99.9=92274687, 99.99=92274687] 
2025-05-01 05:22:42:301 383 sec: 24373686 operations; 17000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=17000, Max=91619327, Min=88670208, Avg=90090797.18, 90=91553791, 99=91619327, 99.9=91619327, 99.99=91619327] 
2025-05-01 05:22:43:301 384 sec: 24390686 operations; 17000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=17000, Max=90963967, Min=88080384, Avg=89558799.06, 90=90898431, 99=90963967, 99.9=90963967, 99.99=90963967] 
2025-05-01 05:22:44:301 385 sec: 24406686 operations; 16000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=16000, Max=90308607, Min=87425024, Avg=88858624, 90=90177535, 99=90308607, 99.9=90308607, 99.99=90308607] 
2025-05-01 05:22:45:301 386 sec: 24450686 operations; 44000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=44000, Max=89653247, Min=84017152, Avg=87189690.18, 90=89325567, 99=89653247, 99.9=89653247, 99.99=89653247] 
2025-05-01 05:22:46:301 387 sec: 24513686 operations; 63000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=63000, Max=89063423, Min=83427328, Avg=86521563.43, 90=88539135, 99=89063423, 99.9=89063423, 99.99=89063423] 
2025-05-01 05:22:47:301 388 sec: 24576686 operations; 63000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=63000, Max=88408063, Min=82837504, Avg=85974389.84, 90=88014847, 99=88408063, 99.9=88408063, 99.99=88408063] 
2025-05-01 05:22:48:301 389 sec: 24635686 operations; 59000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=59000, Max=87883775, Min=82378752, Avg=85422843.66, 90=87490559, 99=87883775, 99.9=87883775, 99.99=87883775] 
2025-05-01 05:22:49:301 390 sec: 24699686 operations; 64000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=64000, Max=87359487, Min=81788928, Avg=84871168, 90=86900735, 99=87359487, 99.9=87359487, 99.99=87359487] 
2025-05-01 05:22:50:301 391 sec: 24762686 operations; 63000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=63000, Max=86769663, Min=81133568, Avg=84291258.92, 90=86310911, 99=86769663, 99.9=86769663, 99.99=86769663] 
2025-05-01 05:22:51:301 392 sec: 24825686 operations; 63000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=63000, Max=86114303, Min=80543744, Avg=83694153.14, 90=85721087, 99=86114303, 99.9=86114303, 99.99=86114303] 
2025-05-01 05:22:52:301 393 sec: 24888741 operations; 63055 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=63055, Max=85524479, Min=80019456, Avg=83178578.58, 90=85131263, 99=85524479, 99.9=85524479, 99.99=85524479] 
2025-05-01 05:22:53:301 394 sec: 24944741 operations; 56000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=56000, Max=85000191, Min=81395712, Avg=82944000, 90=84606975, 99=85000191, 99.9=85000191, 99.99=85000191] 
requestObserver.onCompleted shard: 1 client: 3 write:true 2025-05-01 05:22:53.528
replyObserver.onError shard: 1 client: 3 write:true 2025-05-01 05:22:53.531
[grpc-default-executor-36] ERROR site.ycsb.DBWrapper - Encountered error in sendReply
io.grpc.StatusRuntimeException: UNAVAILABLE: Channel shutdownNow invoked
replyObserver.onError shard: 0 client: 3 write:false 2025-05-01 05:22:53.531
	at io.grpc.Status.asRuntimeException(Status.java:535)
	at io.grpc.stub.ClientCalls$StreamObserverToCallListenerAdapter.onClose(ClientCalls.java:478)
	at io.grpc.internal.DelayedClientCall$DelayedListener$3.run(DelayedClientCall.java:463)
	at io.grpc.internal.DelayedClientCall$DelayedListener.delayOrExecute(DelayedClientCall.java:427)
	at io.grpc.internal.DelayedClientCall$DelayedListener.onClose(DelayedClientCall.java:460)
	at io.grpc.internal.ClientCallImpl.closeObserver(ClientCallImpl.java:553)replyObserver.onError shard: 0 client: 3 write:true 2025-05-01 05:22:53.531

	at io.grpc.internal.ClientCallImpl.access$300(ClientCallImpl.java:68)
	at io.grpc.internal.ClientCallImpl$ClientStreamListenerImpl$1StreamClosed.runInternal(ClientCallImpl.java:739)
	at io.grpc.internal.ClientCallImpl$ClientStreamListenerImpl$1StreamClosed.runInContext(ClientCallImpl.java:718)
	at io.grpc.internal.ContextRunnable.run(ContextRunnable.java:37)
	at io.grpc.internal.SerializingExecutor.run(SerializingExecutor.java:123)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
	at java.base/java.lang.Thread.run(Thread.java:829)
[grpc-default-executor-37] ERROR site.ycsb.DBWrapper - Encountered error in sendReply
[grpc-default-executor-8] ERROR site.ycsb.DBWrapper - Encountered error in sendReplyreplyObserver.onError shard: 1 client: 3 write:false 2025-05-01 05:22:53.531

io.grpc.StatusRuntimeException: UNAVAILABLE: Channel shutdownNow invoked
	at io.grpc.Status.asRuntimeException(Status.java:535)
	at io.grpc.stub.ClientCalls$StreamObserverToCallListenerAdapter.onClose(ClientCalls.java:478)
	at io.grpc.internal.DelayedClientCall$DelayedListener$3.run(DelayedClientCall.java:463)
	at io.grpc.internal.DelayedClientCall$DelayedListener.delayOrExecute(DelayedClientCall.java:427)
	at io.grpc.internal.DelayedClientCall$DelayedListener.onClose(DelayedClientCall.java:460)
	at io.grpc.internal.ClientCallImpl.closeObserver(ClientCallImpl.java:553)
	at io.grpc.internal.ClientCallImpl.access$300(ClientCallImpl.java:68)
	at io.grpc.internal.ClientCallImpl$ClientStreamListenerImpl$1StreamClosed.runInternal(ClientCallImpl.java:739)
	at io.grpc.internal.ClientCallImpl$ClientStreamListenerImpl$1StreamClosed.runInContext(ClientCallImpl.java:718)
	at io.grpc.internal.ContextRunnable.run(ContextRunnable.java:37)
	at io.grpc.internal.SerializingExecutor.run(SerializingExecutor.java:123)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
	at java.base/java.lang.Thread.run(Thread.java:829)
io.grpc.StatusRuntimeException: UNAVAILABLE: Channel shutdownNow invoked
	at io.grpc.Status.asRuntimeException(Status.java:535)
	at io.grpc.stub.ClientCalls$StreamObserverToCallListenerAdapter.onClose(ClientCalls.java:478)
	at io.grpc.internal.DelayedClientCall$DelayedListener$3.run(DelayedClientCall.java:463)
	at io.grpc.internal.DelayedClientCall$DelayedListener.delayOrExecute(DelayedClientCall.java:427)
	at io.grpc.internal.DelayedClientCall$DelayedListener.onClose(DelayedClientCall.java:460)
	at io.grpc.internal.ClientCallImpl.closeObserver(ClientCallImpl.java:553)
	at io.grpc.internal.ClientCallImpl.access$300(ClientCallImpl.java:68)
	at io.grpc.internal.ClientCallImpl$ClientStreamListenerImpl$1StreamClosed.runInternal(ClientCallImpl.java:739)
	at io.grpc.internal.ClientCallImpl$ClientStreamListenerImpl$1StreamClosed.runInContext(ClientCallImpl.java:718)
	at io.grpc.internal.ContextRunnable.run(ContextRunnable.java:37)
	at io.grpc.internal.SerializingExecutor.run(SerializingExecutor.java:123)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
	at java.base/java.lang.Thread.run(Thread.java:829)
[grpc-default-executor-38] ERROR site.ycsb.DBWrapper - Encountered error in sendReply
io.grpc.StatusRuntimeException: UNAVAILABLE: Channel shutdownNow invoked
	at io.grpc.Status.asRuntimeException(Status.java:535)
	at io.grpc.stub.ClientCalls$StreamObserverToCallListenerAdapter.onClose(ClientCalls.java:478)
	at io.grpc.internal.DelayedClientCall$DelayedListener$3.run(DelayedClientCall.java:463)
	at io.grpc.internal.DelayedClientCall$DelayedListener.delayOrExecute(DelayedClientCall.java:427)
	at io.grpc.internal.DelayedClientCall$DelayedListener.onClose(DelayedClientCall.java:460)
	at io.grpc.internal.ClientCallImpl.closeObserver(ClientCallImpl.java:553)
	at io.grpc.internal.ClientCallImpl.access$300(ClientCallImpl.java:68)
	at io.grpc.internal.ClientCallImpl$ClientStreamListenerImpl$1StreamClosed.runInternal(ClientCallImpl.java:739)
	at io.grpc.internal.ClientCallImpl$ClientStreamListenerImpl$1StreamClosed.runInContext(ClientCallImpl.java:718)
	at io.grpc.internal.ContextRunnable.run(ContextRunnable.java:37)
	at io.grpc.internal.SerializingExecutor.run(SerializingExecutor.java:123)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
	at java.base/java.lang.Thread.run(Thread.java:829)
requestObserver.onCompleted shard: 0 client: 2 write:true 2025-05-01 05:22:54.111
replyObserver.onError shard: 0 client: 2 write:true 2025-05-01 05:22:54.113
[grpc-default-executor-38] ERROR site.ycsb.DBWrapper - Encountered error in sendReply
io.grpc.StatusRuntimeException: UNAVAILABLE: Channel shutdownNow invoked
replyObserver.onError shard: 1 client: 2 write:false 2025-05-01 05:22:54.113
	at io.grpc.Status.asRuntimeException(Status.java:535)replyObserver.onError shard: 0 client: 2 write:false 2025-05-01 05:22:54.113
	at io.grpc.stub.ClientCalls$StreamObserverToCallListenerAdapter.onClose(ClientCalls.java:478)

	at io.grpc.internal.DelayedClientCall$DelayedListener$3.run(DelayedClientCall.java:463)
	at io.grpc.internal.DelayedClientCall$DelayedListener.delayOrExecute(DelayedClientCall.java:427)
replyObserver.onError shard: 1 client: 2 write:true 2025-05-01 05:22:54.113	at io.grpc.internal.DelayedClientCall$DelayedListener.onClose(DelayedClientCall.java:460)

	at io.grpc.internal.ClientCallImpl.closeObserver(ClientCallImpl.java:553)
	at io.grpc.internal.ClientCallImpl.access$300(ClientCallImpl.java:68)
	at io.grpc.internal.ClientCallImpl$ClientStreamListenerImpl$1StreamClosed.runInternal(ClientCallImpl.java:739)
	at io.grpc.internal.ClientCallImpl$ClientStreamListenerImpl$1StreamClosed.runInContext(ClientCallImpl.java:718)
	at io.grpc.internal.ContextRunnable.run(ContextRunnable.java:37)
	at io.grpc.internal.SerializingExecutor.run(SerializingExecutor.java:123)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
	at java.base/java.lang.Thread.run(Thread.java:829)
[grpc-default-executor-36] ERROR site.ycsb.DBWrapper - Encountered error in sendReply
[grpc-default-executor-37] ERROR site.ycsb.DBWrapper - Encountered error in sendReply
[grpc-default-executor-8] ERROR site.ycsb.DBWrapper - Encountered error in sendReply
io.grpc.StatusRuntimeException: UNAVAILABLE: Channel shutdownNow invoked
	at io.grpc.Status.asRuntimeException(Status.java:535)
	at io.grpc.stub.ClientCalls$StreamObserverToCallListenerAdapter.onClose(ClientCalls.java:478)
	at io.grpc.internal.DelayedClientCall$DelayedListener$3.run(DelayedClientCall.java:463)
	at io.grpc.internal.DelayedClientCall$DelayedListener.delayOrExecute(DelayedClientCall.java:427)
	at io.grpc.internal.DelayedClientCall$DelayedListener.onClose(DelayedClientCall.java:460)
	at io.grpc.internal.ClientCallImpl.closeObserver(ClientCallImpl.java:553)
	at io.grpc.internal.ClientCallImpl.access$300(ClientCallImpl.java:68)
	at io.grpc.internal.ClientCallImpl$ClientStreamListenerImpl$1StreamClosed.runInternal(ClientCallImpl.java:739)
	at io.grpc.internal.ClientCallImpl$ClientStreamListenerImpl$1StreamClosed.runInContext(ClientCallImpl.java:718)
	at io.grpc.internal.ContextRunnable.run(ContextRunnable.java:37)
	at io.grpc.internal.SerializingExecutor.run(SerializingExecutor.java:123)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
	at java.base/java.lang.Thread.run(Thread.java:829)
io.grpc.StatusRuntimeException: UNAVAILABLE: Channel shutdownNow invoked
	at io.grpc.Status.asRuntimeException(Status.java:535)
	at io.grpc.stub.ClientCalls$StreamObserverToCallListenerAdapter.onClose(ClientCalls.java:478)
	at io.grpc.internal.DelayedClientCall$DelayedListener$3.run(DelayedClientCall.java:463)
